manual_class,img,x1,y1,x2,y2,actual_id
0,118615,18,57,423,533,173.0
0,116669,15,37,581,376,173.0
0,172108,70,37,510,331,173.0
0,118849,42,58,482,441,173.0
0,306025,54,54,531,396,173.0
0,170651,193,108,606,398,173.0
0,171583,52,50,500,405,173.0
0,172049,15,29,489,371,173.0
0,170218,115,75,468,340,173.0
0,172003,38,17,577,362,173.0
0,116997,32,50,583,395,173.0
0,116916,41,25,564,405,173.0
0,42750,79,97,530,418,173.0
1,7694,0,0,320,240,72.0
1,7732,0,0,650,176,72.0
1,7673,8,0,235,148,72.0
1,7676,0,36,240,300,72.0
1,7731,0,51,600,447,72.0
1,7686,6,8,630,463,72.0
1,7671,0,0,236,140,72.0
1,7697,0,0,350,263,72.0
1,7730,28,0,300,157,72.0
1,7680,24,0,307,218,72.0
1,7648,0,27,204,211,72.0
1,7723,11,7,167,133,72.0
1,7670,0,0,490,333,72.0
1,7716,0,0,320,240,72.0
1,7657,0,7,200,150,72.0
1,16797,33,82,616,454,72.0
1,7665,17,4,175,135,72.0
1,7674,0,49,200,200,72.0
1,16719,6,1,636,474,72.0
1,7677,0,0,300,232,72.0
1,7705,0,0,367,257,72.0
1,7728,6,3,169,126,72.0
1,7721,0,0,386,176,72.0
1,7678,0,13,300,288,72.0
1,7692,0,0,667,470,72.0
1,16007,93,5,526,355,72.0
1,7727,0,0,200,168,72.0
1,7661,0,0,240,180,72.0
1,7672,11,12,325,240,72.0
1,14304,56,42,448,453,72.0
1,11343,87,54,396,345,72.0
1,7642,24,12,220,145,72.0
1,7718,21,28,320,251,72.0
1,7653,0,0,267,200,72.0
1,7737,0,0,530,480,72.0
1,7679,0,4,328,251,72.0
1,7689,0,0,180,143,72.0
1,7683,0,16,314,236,72.0
1,16775,1,0,449,334,72.0
1,7690,5,17,266,233,72.0
1,7664,0,0,199,200,72.0
1,7681,0,74,480,612,72.0
1,7662,0,0,186,140,72.0
1,16740,19,3,471,359,72.0
1,7720,32,0,600,422,72.0
1,7687,0,8,400,300,72.0
1,7659,0,0,220,142,72.0
1,7708,14,2,199,150,72.0
1,7641,8,56,302,198,72.0
1,13957,44,22,518,452,72.0
1,7668,4,0,172,137,72.0
1,16749,28,2,626,480,72.0
1,7685,0,43,441,329,72.0
1,7726,0,0,300,225,72.0
1,7646,0,0,240,180,72.0
1,7698,8,20,308,240,72.0
1,7638,15,0,400,300,72.0
1,14641,20,4,590,454,72.0
1,7695,8,0,480,389,72.0
1,7660,14,1,170,134,72.0
1,7699,9,1,174,139,72.0
1,7701,0,0,350,309,72.0
1,7645,46,26,280,206,72.0
1,16741,1,0,450,337,72.0
1,7651,0,51,378,310,72.0
1,7724,0,0,512,384,72.0
1,7729,0,0,267,200,72.0
1,7725,0,0,320,240,72.0
1,7706,0,0,200,150,72.0
1,10592,0,0,360,430,72.0
1,7652,0,45,191,183,72.0
1,7667,9,26,186,140,72.0
1,7666,9,4,173,135,72.0
1,7649,0,0,186,140,72.0
1,7722,100,44,569,480,72.0
1,7656,16,0,173,140,72.0
1,7658,0,0,295,197,72.0
1,7688,0,0,210,158,72.0
1,7663,0,0,200,200,72.0
1,7644,0,0,227,191,72.0
1,7709,0,0,400,285,72.0
1,7714,50,0,550,263,72.0
1,7639,0,0,240,180,72.0
1,7654,0,0,280,185,72.0
1,7702,0,0,190,141,72.0
1,7717,24,13,629,480,72.0
1,7643,0,0,186,140,72.0
1,7713,10,16,320,240,72.0
1,7647,0,0,196,147,72.0
1,7710,0,0,800,600,72.0
1,7650,0,26,341,416,72.0
1,14876,10,70,380,440,72.0
1,7675,17,73,215,230,72.0
2,186413,28,29,432,410,127.0
2,18782,6,12,490,460,127.0
2,18760,37,81,467,458,127.0
2,186769,5,77,391,335,127.0
2,17630,7,6,585,391,127.0
2,18755,30,63,500,393,127.0
2,186800,15,12,482,365,127.0
2,19575,3,16,329,396,127.0
2,19061,76,12,523,351,127.0
2,186912,12,43,411,418,127.0
2,19100,81,4,490,383,127.0
2,16439,13,151,391,567,127.0
2,18907,9,5,424,321,127.0
2,19825,7,22,345,432,127.0
2,18403,20,33,481,472,127.0
2,16802,220,27,599,391,127.0
2,186594,14,7,485,371,127.0
2,18891,1,156,428,572,127.0
2,19345,21,25,553,393,127.0
2,186588,0,5,560,429,127.0
2,186552,39,95,489,495,127.0
2,20029,49,27,554,380,127.0
2,16434,28,54,453,415,127.0
2,186410,4,54,335,343,127.0
2,19702,5,7,419,557,127.0
2,16323,104,104,489,441,127.0
2,186520,5,43,416,569,127.0
2,186711,78,42,514,405,127.0
2,186380,20,43,487,489,127.0
2,186422,9,10,485,483,127.0
2,18842,20,14,403,447,127.0
2,16708,5,6,589,398,127.0
2,19910,12,7,555,414,127.0
2,19951,104,22,496,418,127.0
2,16779,14,4,626,352,127.0
2,186631,13,226,417,539,127.0
2,17653,67,3,517,346,127.0
2,18606,11,18,353,610,127.0
2,18578,3,112,403,583,127.0
2,186637,4,8,498,489,127.0
2,186545,6,10,478,481,127.0
2,186821,3,5,558,420,127.0
2,186406,20,90,384,368,127.0
2,19572,9,9,567,427,127.0
2,20048,2,47,376,338,127.0
2,20042,3,12,498,407,127.0
2,16787,16,9,610,267,127.0
2,18871,18,84,427,509,127.0
2,19529,16,25,564,422,127.0
2,20036,38,54,465,362,127.0
2,186338,6,18,340,286,127.0
2,16470,19,11,602,394,127.0
2,19522,8,15,372,339,127.0
2,18818,12,47,484,489,127.0
2,19885,126,19,565,419,127.0
2,17606,6,52,492,460,127.0
2,20019,7,45,490,472,127.0
2,17798,25,72,490,489,127.0
2,19173,35,75,456,460,127.0
2,19299,26,106,475,454,127.0
2,18875,1,67,430,562,127.0
2,186415,9,6,489,489,127.0
2,186436,25,39,562,422,127.0
2,19692,28,48,560,382,127.0
2,17838,3,4,484,493,127.0
2,186430,1,4,493,493,127.0
2,186680,33,221,376,567,127.0
2,186892,52,18,461,411,127.0
2,19370,60,204,363,572,127.0
2,19288,17,11,523,439,127.0
2,17139,43,81,359,412,127.0
2,186619,91,3,565,395,127.0
2,20053,0,1,451,376,127.0
2,186628,1,2,461,425,127.0
2,17788,10,19,418,369,127.0
2,19873,18,116,464,418,127.0
2,19921,7,4,493,493,127.0
2,20018,76,28,608,378,127.0
2,19725,3,30,364,654,127.0
2,186346,5,11,587,401,127.0
2,16679,18,31,416,567,127.0
2,19897,28,1,544,425,127.0
2,17647,3,135,496,468,127.0
2,186404,5,12,564,404,127.0
2,18831,26,25,468,472,127.0
2,16487,5,6,501,396,127.0
2,186383,12,12,558,416,127.0
2,16880,13,18,602,404,127.0
2,18536,5,23,573,427,127.0
2,16457,37,10,562,416,127.0
2,19146,48,91,454,441,127.0
2,186825,0,0,564,427,127.0
2,186581,21,29,482,441,127.0
2,186397,16,32,396,318,127.0
3,243215,17,10,490,458,237.0
3,271184,5,8,287,386,237.0
3,242437,18,31,418,540,237.0
3,242453,7,47,588,396,237.0
3,242556,23,5,549,420,237.0
3,241650,27,9,539,418,237.0
3,242106,14,9,555,411,237.0
3,242005,30,34,571,413,237.0
3,242539,19,57,540,421,237.0
3,243481,29,20,479,468,237.0
3,242269,8,7,426,440,237.0
3,242936,20,16,468,475,237.0
3,243070,128,172,426,429,237.0
3,242703,50,66,548,400,237.0
3,271178,14,11,438,296,237.0
3,241718,68,65,375,267,237.0
3,242150,19,30,553,420,237.0
3,242866,30,86,402,548,237.0
3,242354,18,12,555,409,237.0
3,242597,54,46,506,395,237.0
3,242736,28,31,478,472,237.0
3,241682,26,20,490,356,237.0
3,271165,25,15,481,375,237.0
3,241719,25,10,555,414,237.0
3,271172,33,13,569,397,237.0
3,243640,14,5,557,416,237.0
3,271164,9,49,422,541,237.0
3,242628,13,12,367,272,237.0
3,241836,18,53,438,528,237.0
3,242931,15,9,545,429,237.0
3,271167,48,18,555,411,237.0
3,241677,9,32,471,322,237.0
3,243050,26,29,475,470,237.0
3,243040,17,22,473,477,237.0
3,242411,20,12,489,362,237.0
3,242292,34,13,483,385,237.0
3,242946,10,12,492,497,237.0
3,242049,45,18,471,327,237.0
3,271163,26,25,485,465,237.0
3,242671,54,64,548,427,237.0
3,242815,10,18,478,487,237.0
3,242170,90,5,539,398,237.0
3,242886,15,12,481,475,237.0
3,243100,42,22,579,384,237.0
3,243499,46,33,451,447,237.0
3,241868,7,38,557,429,237.0
3,242659,1,89,495,359,237.0
3,241665,48,34,541,388,237.0
3,241614,35,9,482,360,237.0
3,242990,14,8,317,477,237.0
3,242428,82,13,451,287,237.0
3,243491,7,6,492,489,237.0
3,271151,16,18,553,418,237.0
3,243076,26,27,489,447,237.0
3,271179,18,18,557,409,237.0
3,242710,19,28,551,411,237.0
3,242524,40,53,465,351,237.0
3,243259,4,33,485,493,237.0
3,243085,18,41,484,481,237.0
3,242652,30,30,536,406,237.0
3,242061,13,76,605,400,237.0
3,271168,185,182,479,395,237.0
3,242487,41,14,533,429,237.0
3,241807,12,32,560,418,237.0
3,243237,73,32,530,346,237.0
3,241639,14,7,479,359,237.0
3,242183,21,27,490,483,237.0
3,242724,84,52,539,423,237.0
3,242009,12,10,553,425,237.0
3,243172,17,14,492,460,237.0
3,243409,43,50,470,470,237.0
3,242520,14,9,540,423,237.0
3,243386,23,25,471,472,237.0
3,271155,32,18,473,367,237.0
3,271154,7,14,391,323,237.0
3,242467,1,8,496,491,237.0
3,242841,14,46,551,416,237.0
3,243830,28,27,484,319,237.0
3,271185,55,33,343,286,237.0
3,241580,17,9,471,367,237.0
3,242073,27,7,551,405,237.0
3,243565,43,63,555,416,237.0
3,241762,21,60,458,520,237.0
3,241775,14,31,470,483,237.0
4,190509,95,18,392,188,135.0
4,190927,17,50,485,485,135.0
4,25058,3,1,531,389,135.0
4,191421,10,14,562,414,135.0
4,190890,19,25,460,345,135.0
4,191358,40,39,401,331,135.0
4,89356,16,161,366,490,135.0
4,89113,12,9,489,370,135.0
4,191243,17,75,485,379,135.0
4,191408,106,131,470,360,135.0
4,25104,54,12,544,422,135.0
4,191379,31,10,454,328,135.0
4,190792,66,27,549,393,135.0
4,191035,21,45,493,483,135.0
4,190903,4,70,496,472,135.0
4,190922,48,31,440,325,135.0
4,24818,20,72,404,492,135.0
4,191406,78,34,552,292,135.0
4,190763,50,129,468,466,135.0
4,190660,37,63,513,431,135.0
4,191371,100,106,477,409,135.0
4,191113,118,5,397,258,135.0
4,89431,4,39,379,475,135.0
4,25081,23,52,287,285,135.0
4,190826,37,93,427,528,135.0
4,25062,27,9,573,414,135.0
4,190648,153,68,434,267,135.0
4,89086,2,45,395,517,135.0
4,89108,59,50,445,368,135.0
4,191376,18,16,567,416,135.0
4,191153,75,36,526,400,135.0
4,190906,10,10,393,292,135.0
4,190751,107,109,487,336,135.0
4,190643,76,69,575,379,135.0
4,89099,88,45,482,373,135.0
4,191462,93,70,443,328,135.0
4,191291,45,27,478,456,135.0
4,191366,57,57,555,373,135.0
4,190842,26,10,589,376,135.0
4,190798,66,32,516,391,135.0
4,190782,15,154,320,425,135.0
4,89578,7,12,498,418,135.0
4,191084,12,108,487,491,135.0
4,190765,183,149,423,344,135.0
4,190627,59,90,418,377,135.0
4,190910,37,28,566,418,135.0
4,190499,45,45,476,397,135.0
4,190641,61,18,558,404,135.0
4,190950,9,102,461,425,135.0
4,25057,4,2,424,312,135.0
4,190778,12,12,483,398,135.0
4,190756,52,177,431,468,135.0
4,191361,14,14,551,423,135.0
4,190829,84,142,539,407,135.0
4,191500,333,87,598,316,135.0
4,190773,27,16,542,405,135.0
4,190889,60,40,354,244,135.0
4,190754,71,37,437,310,135.0
4,190502,22,123,276,361,135.0
4,89380,135,112,395,310,135.0
4,190495,11,18,568,404,135.0
4,190912,28,15,567,391,135.0
4,190968,75,61,481,373,135.0
4,89567,59,91,478,456,135.0
4,191466,39,30,458,399,135.0
4,190629,14,76,419,524,135.0
4,190774,66,35,558,376,135.0
4,25074,75,20,540,370,135.0
4,191438,32,21,584,348,135.0
4,190994,64,52,526,418,135.0
4,190485,25,1,571,398,135.0
4,89414,10,12,493,479,135.0
4,190934,18,162,390,445,135.0
4,89123,70,41,490,371,135.0
4,191045,134,37,528,318,135.0
4,190491,22,75,395,457,135.0
4,25055,59,41,459,365,135.0
4,190657,2,64,426,504,135.0
4,191393,107,44,493,364,135.0
4,190988,51,21,409,243,135.0
4,191410,110,78,518,341,135.0
4,89062,9,9,551,359,135.0
4,190966,18,126,436,413,135.0
4,190885,16,105,418,531,135.0
4,191407,7,81,353,362,135.0
4,190846,124,82,439,333,135.0
4,191390,73,53,446,340,135.0
4,191435,103,49,541,338,135.0
4,89365,29,38,406,486,135.0
4,190761,6,68,493,356,135.0
4,89090,19,19,564,429,135.0
4,25083,88,16,567,349,135.0
5,1495,0,10,214,296,15.0
5,1450,26,161,283,399,15.0
5,1422,0,0,433,292,15.0
5,1434,42,78,632,430,15.0
5,1424,39,40,348,289,15.0
5,1413,0,0,640,480,15.0
5,1464,72,32,398,307,15.0
5,1472,0,0,320,220,15.0
5,1437,60,0,572,444,15.0
5,1488,0,0,410,303,15.0
5,1406,87,0,441,282,15.0
5,1483,49,16,319,430,15.0
5,1481,65,0,440,375,15.0
5,1426,0,0,632,438,15.0
5,1456,56,28,568,456,15.0
5,1467,23,13,442,360,15.0
5,1496,21,0,294,222,15.0
5,1455,9,8,358,260,15.0
5,1421,34,183,587,477,15.0
5,1425,101,5,540,390,15.0
5,1433,158,34,560,385,15.0
5,1429,233,260,480,532,15.0
5,1452,0,0,375,500,15.0
5,1414,57,0,315,420,15.0
5,1466,0,0,480,360,15.0
5,1448,20,42,620,370,15.0
5,1474,0,0,400,300,15.0
5,1403,0,70,800,574,15.0
5,1443,56,76,597,466,15.0
5,1411,28,0,552,480,15.0
5,1479,0,4,400,300,15.0
5,1445,91,0,354,300,15.0
5,1484,0,30,400,291,15.0
5,1468,0,0,316,240,15.0
5,1490,20,28,226,274,15.0
5,1487,42,15,296,204,15.0
5,1449,0,0,424,332,15.0
5,9304,75,37,370,322,15.0
5,1460,0,13,285,190,15.0
5,1419,36,0,480,360,15.0
5,1489,0,44,219,281,15.0
5,1438,0,4,480,640,15.0
5,1469,0,0,230,301,15.0
5,1402,0,0,800,600,15.0
5,1431,0,0,465,311,15.0
5,1485,102,196,251,362,15.0
5,1451,15,9,207,199,15.0
5,1436,30,0,616,480,15.0
5,1404,9,0,567,384,15.0
5,1400,0,0,200,217,15.0
5,1458,0,0,300,400,15.0
5,1405,76,33,519,408,15.0
5,1497,47,36,299,231,15.0
5,1401,189,152,440,338,15.0
5,1494,24,0,320,240,15.0
5,1441,0,0,500,375,15.0
5,1409,0,28,640,430,15.0
5,1418,57,0,602,480,15.0
5,1492,0,41,300,328,15.0
5,1447,0,0,640,444,15.0
5,1465,21,31,356,463,15.0
5,1475,28,15,213,163,15.0
5,1477,32,42,304,180,15.0
5,1444,44,0,274,238,15.0
5,1493,39,46,373,226,15.0
5,1491,27,35,362,231,15.0
5,1453,2,30,310,212,15.0
5,1415,25,0,592,480,15.0
5,1476,6,12,142,129,15.0
5,1407,0,18,640,356,15.0
5,1480,21,18,567,406,15.0
5,1430,50,79,450,337,15.0
5,1427,83,0,427,255,15.0
5,1462,67,0,538,447,15.0
5,1408,0,54,500,333,15.0
5,1473,0,0,640,418,15.0
5,1416,113,8,702,470,15.0
5,1461,66,44,504,361,15.0
5,1478,0,0,400,300,15.0
5,9289,34,57,424,295,15.0
6,14512,17,25,481,481,118.0
6,15328,9,8,440,292,118.0
6,14008,5,120,428,550,118.0
6,14377,28,16,569,405,118.0
6,15383,7,9,549,429,118.0
6,15062,15,23,596,393,118.0
6,95924,1,10,608,404,118.0
6,15340,2,211,323,566,118.0
6,10131,30,78,584,385,118.0
6,10277,37,106,549,415,118.0
6,95846,7,98,609,402,118.0
6,13682,3,6,479,487,118.0
6,11521,12,113,425,544,118.0
6,15052,50,100,423,389,118.0
6,95900,7,13,586,358,118.0
6,10687,14,16,554,413,118.0
6,12556,10,67,420,524,118.0
6,14296,87,79,401,466,118.0
6,80960,28,27,495,468,118.0
6,13203,13,2,403,560,118.0
6,11576,3,3,405,303,118.0
6,10373,10,7,560,400,118.0
6,75804,118,35,468,360,118.0
6,10711,13,9,512,443,118.0
6,15198,29,29,479,466,118.0
6,13421,14,12,445,495,118.0
6,12263,19,5,559,419,118.0
6,74679,17,10,590,398,118.0
6,75107,45,16,551,408,118.0
6,10648,9,0,479,364,118.0
6,75042,34,37,531,427,118.0
6,75009,26,25,576,391,118.0
6,95851,14,21,566,422,118.0
6,79672,20,112,381,478,118.0
6,78855,6,91,427,564,118.0
6,75088,1,3,571,420,118.0
6,15391,8,1,396,303,118.0
6,96037,1,98,438,543,118.0
6,14030,10,41,476,489,118.0
6,80290,18,45,485,433,118.0
6,74939,89,31,414,332,118.0
6,75370,9,12,475,371,118.0
6,12604,19,3,548,431,118.0
6,96092,3,15,586,390,118.0
6,12713,7,18,485,485,118.0
6,15192,24,21,355,536,118.0
6,15389,27,21,526,407,118.0
6,75035,24,47,554,378,118.0
6,79947,18,56,479,468,118.0
6,95956,88,59,483,382,118.0
6,9988,7,14,492,487,118.0
6,81041,9,2,481,493,118.0
6,15406,13,17,453,309,118.0
6,78521,17,74,411,544,118.0
6,95967,103,53,515,322,118.0
6,74427,9,1,548,427,118.0
6,12698,2,38,425,573,118.0
6,11069,27,39,529,401,118.0
6,13356,9,8,495,493,118.0
6,75231,14,4,492,324,118.0
6,80463,0,118,496,493,118.0
6,75091,38,19,598,362,118.0
6,75252,1,7,573,422,118.0
6,14305,17,26,428,531,118.0
6,14084,16,137,427,461,118.0
6,14468,5,5,528,425,118.0
6,15159,68,23,557,429,118.0
6,75647,9,25,585,396,118.0
6,12948,23,30,541,424,118.0
6,80182,87,125,390,404,118.0
6,75694,3,3,539,429,118.0
6,12765,34,16,515,417,118.0
6,15326,1,34,596,392,118.0
6,78482,22,102,399,540,118.0
6,95938,7,9,484,351,118.0
6,13291,31,9,592,321,118.0
6,10423,7,16,582,403,118.0
6,80520,1,2,487,485,118.0
6,95972,6,4,392,486,118.0
6,74865,40,23,446,357,118.0
6,74519,32,9,533,425,118.0
7,14502,16,68,478,412,19.0
7,1819,0,0,394,546,19.0
7,1851,17,17,207,163,19.0
7,14020,285,256,751,476,19.0
7,1856,0,0,400,300,19.0
7,10840,39,0,447,360,19.0
7,14047,110,6,421,405,19.0
7,1840,0,0,145,120,19.0
7,1836,10,7,131,89,19.0
7,1831,14,14,138,101,19.0
7,1853,0,50,416,312,19.0
7,15255,106,31,760,463,19.0
7,14450,361,41,800,463,19.0
7,1813,0,0,152,104,19.0
7,14487,0,133,240,561,19.0
7,1817,11,85,290,385,19.0
7,1876,11,37,152,117,19.0
7,1842,31,19,178,116,19.0
7,1832,29,6,166,132,19.0
7,1843,0,0,182,186,19.0
7,1827,20,24,541,286,19.0
7,1796,43,17,179,138,19.0
7,1881,14,36,428,274,19.0
7,14637,200,0,484,400,19.0
7,1808,0,0,115,120,19.0
7,14040,445,0,698,346,19.0
7,13707,172,170,640,472,19.0
7,14468,233,51,723,583,19.0
7,1885,70,117,520,396,19.0
7,14478,260,205,798,593,19.0
7,1873,0,28,640,480,19.0
7,14442,53,45,411,566,19.0
7,1865,40,8,367,274,19.0
7,1799,0,0,320,240,19.0
7,14693,23,40,470,640,19.0
7,1879,0,36,282,252,19.0
7,1820,6,12,248,221,19.0
7,1794,0,39,320,271,19.0
7,1830,0,0,291,185,19.0
7,14306,68,0,331,406,19.0
7,1877,38,24,305,249,19.0
7,1845,23,10,185,115,19.0
7,14414,0,0,320,403,19.0
7,1834,33,2,202,148,19.0
7,13706,0,84,550,396,19.0
7,1839,55,0,316,269,19.0
7,14019,30,36,371,276,19.0
7,1850,10,91,387,446,19.0
7,1806,10,47,470,330,19.0
7,1844,0,16,256,180,19.0
7,1811,0,40,224,171,19.0
7,1805,6,34,258,214,19.0
7,14735,0,32,320,238,19.0
7,1867,0,0,390,561,19.0
7,1800,0,54,240,132,19.0
7,1803,100,60,775,567,19.0
7,1807,30,8,172,119,19.0
7,1838,52,0,282,240,19.0
7,1849,0,0,220,190,19.0
7,14484,185,2,532,531,19.0
7,13970,61,234,460,612,19.0
7,14024,423,16,770,476,19.0
7,1809,13,0,372,257,19.0
7,1841,12,12,189,138,19.0
7,14343,8,53,796,530,19.0
7,1793,0,14,160,120,19.0
7,1822,0,0,300,225,19.0
7,1872,39,68,638,347,19.0
7,14101,0,118,406,428,19.0
7,1864,0,15,394,474,19.0
7,9264,27,27,417,301,19.0
7,1848,95,4,291,219,19.0
7,1821,11,48,549,282,19.0
7,1824,16,56,543,282,19.0
7,14654,88,260,628,480,19.0
7,14635,0,88,396,380,19.0
7,1818,0,43,250,217,19.0
7,14475,37,113,552,726,19.0
7,14014,76,78,361,490,19.0
7,1882,0,0,400,300,19.0
7,15262,10,17,612,460,19.0
7,1888,0,0,478,219,19.0
7,14049,50,126,621,486,19.0
7,1891,5,24,72,62,19.0
7,1812,20,0,230,160,19.0
7,1887,9,8,218,179,19.0
7,14088,148,11,570,588,19.0
7,14564,55,64,290,234,19.0
7,1798,14,29,160,105,19.0
7,1852,14,0,172,296,19.0
7,1855,0,85,391,530,19.0
7,1826,15,52,546,285,19.0
7,11008,43,51,426,315,19.0
7,1801,38,52,278,222,19.0
7,14688,47,64,356,555,19.0
7,1862,7,3,210,146,19.0
7,14721,131,60,296,202,19.0
7,1884,85,99,480,390,19.0
7,14028,21,168,376,593,19.0
7,1792,56,0,216,212,19.0
7,1874,0,0,160,120,19.0
7,14674,19,11,426,682,19.0
7,1878,12,98,237,288,19.0
7,1795,0,51,338,196,19.0
7,1829,148,26,512,409,19.0
7,14455,340,50,800,578,19.0
7,1825,25,49,536,293,19.0
7,13970,8,24,384,392,19.0
7,1847,44,48,270,204,19.0
7,1860,0,0,199,200,19.0
7,1835,90,13,561,361,19.0
7,1810,16,21,241,148,19.0
7,1797,23,20,315,240,19.0
7,1846,100,0,500,375,19.0
7,1866,0,14,200,120,19.0
7,1537,158,1,395,284,19.0
7,14437,0,100,451,458,19.0
7,14067,66,60,538,737,19.0
7,1859,37,49,325,216,19.0
7,14440,370,0,800,540,19.0
7,1833,72,76,242,283,19.0
7,13710,68,224,528,414,19.0
7,1880,51,4,269,213,19.0
7,1863,0,0,205,141,19.0
7,1814,0,200,391,629,19.0
7,14464,0,68,771,536,19.0
7,1883,75,129,528,378,19.0
7,9325,24,7,402,351,19.0
7,14618,38,92,448,380,19.0
7,1858,0,0,257,203,19.0
7,1816,23,88,228,228,19.0
8,15761,27,3,600,450,18.0
8,1753,0,0,177,120,18.0
8,1767,0,21,280,179,18.0
8,1502,16,56,309,480,18.0
8,1694,69,31,732,563,18.0
8,1761,0,0,178,132,18.0
8,16789,59,58,513,360,18.0
8,1734,0,0,200,172,18.0
8,1787,14,0,205,133,18.0
8,1748,0,0,178,120,18.0
8,1716,16,7,174,150,18.0
8,1699,5,33,182,184,18.0
8,1760,7,3,240,174,18.0
8,16734,32,20,608,388,18.0
8,1702,0,52,430,350,18.0
8,1726,0,45,309,232,18.0
8,14391,0,0,463,450,18.0
8,1771,0,0,230,150,18.0
8,1696,92,60,320,240,18.0
8,1786,0,0,479,379,18.0
8,1766,0,0,240,177,18.0
8,1715,15,13,498,352,18.0
8,14038,33,151,561,693,18.0
8,1714,16,87,502,374,18.0
8,1725,0,27,350,246,18.0
8,1781,0,7,208,156,18.0
8,1732,59,45,326,264,18.0
8,1743,0,0,800,639,18.0
8,1746,0,0,178,120,18.0
8,1769,0,0,250,172,18.0
8,14841,128,30,524,416,18.0
8,15347,28,23,355,223,18.0
8,1707,10,0,640,477,18.0
8,1756,0,0,178,120,18.0
8,16727,4,7,399,289,18.0
8,14405,31,0,753,450,18.0
8,1710,15,13,285,199,18.0
8,9083,61,42,405,348,18.0
8,15913,68,49,565,424,18.0
8,1773,0,0,210,127,18.0
8,1723,0,53,350,263,18.0
8,1697,0,5,203,120,18.0
8,1737,0,0,640,480,18.0
8,1730,0,11,190,131,18.0
8,1745,0,0,178,120,18.0
8,1770,0,0,320,192,18.0
8,1790,0,0,256,192,18.0
8,1728,80,0,590,480,18.0
8,13984,22,105,190,278,18.0
8,16079,85,27,535,426,18.0
8,1727,28,0,620,480,18.0
8,11450,3,88,283,343,18.0
8,1729,70,38,264,220,18.0
8,1693,7,5,152,113,18.0
8,1780,0,12,219,282,18.0
8,1698,6,7,300,224,18.0
8,1755,0,0,178,120,18.0
8,1701,4,4,172,128,18.0
8,1738,13,5,397,286,18.0
8,1719,19,0,279,200,18.0
8,1763,0,0,350,190,18.0
8,1712,0,54,216,286,18.0
8,1736,4,5,185,148,18.0
8,1711,0,9,233,263,18.0
8,1722,7,8,349,263,18.0
8,1777,5,0,244,174,18.0
8,1754,0,0,177,120,18.0
8,1782,38,0,328,240,18.0
8,1783,0,0,342,251,18.0
8,15035,108,0,542,431,18.0
8,1772,12,9,149,99,18.0
