manual_class,img,x1,y1,x2,y2,actual_id
206,38513,14,16,549,418,154.0
206,145556,23,43,464,477,154.0
206,36066,11,10,395,295,154.0
206,145644,10,27,487,485,154.0
206,37618,43,18,513,400,154.0
206,145042,11,5,610,395,154.0
206,145222,14,110,496,493,154.0
206,39510,27,27,539,396,154.0
206,145312,10,31,478,485,154.0
206,109168,25,29,482,472,154.0
206,109232,6,68,489,493,154.0
206,104148,13,6,581,395,154.0
206,145144,9,9,430,543,154.0
206,36228,12,7,573,401,154.0
206,108859,6,51,499,487,154.0
206,144763,6,3,487,365,154.0
206,144966,9,25,549,411,154.0
206,104930,14,3,436,295,154.0
206,144591,3,16,564,429,154.0
206,108189,6,12,490,493,154.0
206,104002,6,31,481,487,154.0
206,106195,32,36,533,400,154.0
206,110635,10,37,489,485,154.0
206,145213,6,36,419,540,154.0
206,106071,16,12,564,418,154.0
206,36205,13,15,469,351,154.0
206,39276,4,28,429,512,154.0
206,105680,35,15,561,390,154.0
206,106945,117,14,566,416,154.0
206,105228,36,68,542,402,154.0
206,105453,16,7,569,405,154.0
206,104065,22,29,591,345,154.0
206,109044,71,77,393,431,154.0
206,40282,1,2,396,290,154.0
206,109035,2,4,430,569,154.0
206,144602,37,7,557,429,154.0
206,145436,4,2,493,485,154.0
206,104173,18,18,470,480,154.0
206,109105,4,4,498,452,154.0
206,145636,5,9,567,427,154.0
206,108247,1,87,498,475,154.0
206,106160,71,44,563,364,154.0
206,145743,6,105,423,562,154.0
206,104688,21,14,557,409,154.0
206,38643,50,66,465,391,154.0
206,144866,1,2,498,483,154.0
206,106735,10,10,551,416,154.0
206,106609,6,12,426,562,154.0
206,36125,34,28,579,374,154.0
206,104165,7,9,492,364,154.0
206,36025,10,9,562,418,154.0
206,104647,9,17,598,396,154.0
206,145105,40,75,465,427,154.0
206,104498,37,16,493,328,154.0
206,145229,20,18,475,477,154.0
206,104146,19,31,572,368,154.0
206,145327,50,50,454,439,154.0
207,34962,28,52,429,468,141.0
207,33015,32,19,564,422,141.0
207,96172,95,18,489,470,141.0
207,33794,28,33,498,431,141.0
207,33506,4,68,492,450,141.0
207,32207,35,139,430,454,141.0
207,95024,5,6,593,355,141.0
207,32952,6,39,490,441,141.0
207,35447,5,38,414,558,141.0
207,32416,14,37,484,472,141.0
207,33014,19,133,538,388,141.0
207,34853,124,115,485,337,141.0
207,34637,34,13,490,440,141.0
207,32441,48,14,544,393,141.0
207,96333,28,37,462,445,141.0
207,33178,15,12,492,475,141.0
207,34787,167,106,519,355,141.0
207,35005,79,14,471,466,141.0
207,32035,45,110,524,390,141.0
207,34502,0,2,485,479,141.0
207,34432,14,33,475,441,141.0
207,101820,15,36,612,365,141.0
207,35617,25,5,443,357,141.0
207,94804,18,14,545,420,141.0
207,32130,6,48,422,557,141.0
207,101827,30,20,569,404,141.0
207,96294,34,12,489,497,141.0
207,33163,26,4,451,260,141.0
207,94979,10,46,571,422,141.0
207,33861,37,18,490,487,141.0
207,101825,5,132,353,464,141.0
207,32726,18,8,485,466,141.0
207,33287,9,39,485,460,141.0
207,34923,10,149,567,409,141.0
207,101895,6,8,479,320,141.0
207,35643,27,14,451,421,141.0
207,34997,29,4,481,493,141.0
207,34214,2,132,430,549,141.0
207,33230,10,6,359,227,141.0
207,95252,41,19,555,295,141.0
207,94882,10,4,566,288,141.0
207,35030,3,133,493,475,141.0
207,94974,6,2,485,332,141.0
207,32430,48,36,499,405,141.0
207,33519,4,131,453,497,141.0
207,96276,4,4,492,493,141.0
207,34467,5,86,429,546,141.0
207,34266,176,49,549,303,141.0
207,33923,84,16,521,395,141.0
207,101832,62,7,512,245,141.0
207,96064,21,20,478,485,141.0
207,96057,25,39,482,466,141.0
207,34566,25,55,419,550,141.0
207,35294,57,32,551,422,141.0
207,35334,5,58,354,262,141.0
207,95703,26,24,450,366,141.0
207,35341,15,64,356,212,141.0
207,95389,5,171,395,396,141.0
207,34698,3,14,495,489,141.0
207,34561,23,79,429,424,141.0
207,33192,9,27,496,443,141.0
207,101657,22,15,407,303,141.0
207,33056,81,10,495,360,141.0
207,35695,25,122,493,481,141.0
207,34580,3,114,385,479,141.0
207,101717,5,16,573,420,141.0
207,33707,3,62,396,493,141.0
207,35303,12,12,564,384,141.0
207,94854,55,13,548,384,141.0
207,95321,9,10,498,370,141.0
207,35592,4,39,464,487,141.0
207,33079,8,43,423,512,141.0
207,101854,7,3,558,295,141.0
207,35493,45,145,495,454,141.0
207,32822,34,43,478,470,141.0
207,34830,6,134,415,498,141.0
207,32107,45,50,495,485,141.0
207,32679,7,18,493,489,141.0
207,33462,52,125,430,483,141.0
207,34582,105,15,510,327,141.0
207,33429,27,21,573,420,141.0
207,35155,18,81,411,555,141.0
207,33565,4,87,395,491,141.0
207,94997,21,5,545,403,141.0
207,32840,9,10,492,472,141.0
207,35631,9,57,567,420,141.0
207,35336,57,89,597,388,141.0
207,101793,8,3,638,365,141.0
207,33309,59,101,569,414,141.0
207,34862,156,43,431,569,141.0
208,7927,0,0,400,324,74.0
208,7880,43,50,195,166,74.0
208,7871,46,13,326,200,74.0
208,7917,0,39,600,462,74.0
208,7929,7,9,257,148,74.0
208,7851,0,0,180,135,74.0
208,7899,0,0,245,189,74.0
208,7868,0,0,260,200,74.0
208,7907,0,0,300,239,74.0
208,7912,0,0,160,120,74.0
208,7888,0,0,240,160,74.0
208,7841,0,63,550,457,74.0
208,7878,53,37,261,187,74.0
208,16756,46,3,637,424,74.0
208,7874,26,0,278,188,74.0
208,7915,13,5,155,198,74.0
208,7864,7,7,286,214,74.0
208,7935,0,0,167,157,74.0
208,7852,0,37,240,180,74.0
208,7891,0,0,400,290,74.0
208,7922,0,0,255,135,74.0
208,7855,0,0,250,231,74.0
208,7897,5,32,230,193,74.0
208,7844,0,0,400,300,74.0
208,13723,70,41,276,195,74.0
208,7908,0,6,300,277,74.0
208,7876,0,0,240,162,74.0
208,7843,0,0,300,225,74.0
208,7919,0,0,209,157,74.0
208,7848,0,0,196,147,74.0
208,7904,27,23,215,197,74.0
208,7859,24,6,182,117,74.0
208,7916,56,70,700,492,74.0
208,7902,10,8,210,166,74.0
208,7860,0,0,600,450,74.0
208,7849,0,3,300,213,74.0
208,7900,22,3,187,133,74.0
208,7896,0,7,250,137,74.0
208,7937,0,0,320,240,74.0
208,7862,0,0,180,152,74.0
208,7901,41,33,163,156,74.0
208,7885,0,0,350,250,74.0
208,7854,3,0,200,139,74.0
208,7930,87,36,355,207,74.0
208,7932,0,0,227,177,74.0
208,7926,0,0,400,266,74.0
208,7865,12,22,257,189,74.0
208,7911,9,7,295,206,74.0
208,7870,0,0,250,193,74.0
208,7882,0,0,197,177,74.0
208,7879,34,51,180,151,74.0
208,7877,0,0,500,375,74.0
208,7869,0,0,300,185,74.0
208,7936,101,0,223,130,74.0
208,7918,0,0,522,391,74.0
208,7886,88,36,240,178,74.0
208,7845,0,0,240,180,74.0
208,7867,0,0,300,225,74.0
208,16790,2,3,636,339,74.0
208,7903,0,0,320,240,74.0
208,7893,0,0,340,269,74.0
208,7928,19,12,171,117,74.0
208,7910,0,0,300,228,74.0
208,7923,0,0,280,220,74.0
208,7858,0,0,350,250,74.0
208,7933,18,17,153,103,74.0
208,4976,67,0,259,135,74.0
208,7840,0,0,240,180,74.0
208,7889,40,21,195,120,74.0
208,7875,76,90,311,242,74.0
208,7881,13,46,213,217,74.0
208,13237,176,0,312,62,74.0
208,7873,25,51,294,243,74.0
208,7894,9,4,219,157,74.0
208,7934,23,27,171,101,74.0
208,16783,45,80,335,270,74.0
208,7931,0,15,300,225,74.0
208,7895,0,0,300,300,74.0
208,7846,14,7,269,210,74.0
208,7887,59,15,238,142,74.0
208,7909,50,46,266,208,74.0
208,7924,0,0,175,150,74.0
208,16729,2,89,399,372,74.0
208,7838,0,0,400,266,74.0
208,7906,27,16,261,193,74.0
208,7892,0,0,266,200,74.0
208,7883,0,30,300,264,74.0
209,4442,0,118,240,318,45.0
209,4432,10,40,336,283,45.0
209,4445,30,78,492,304,45.0
209,14822,266,178,638,448,45.0
209,4438,53,0,400,225,45.0
209,4441,0,32,243,183,45.0
209,15301,120,88,272,316,45.0
209,4415,61,80,450,297,45.0
209,4449,208,225,425,319,45.0
209,4480,0,0,496,375,45.0
209,4464,0,118,458,583,45.0
209,4447,99,45,342,147,45.0
209,15389,502,71,640,284,45.0
209,4439,0,156,482,376,45.0
209,4405,25,120,426,323,45.0
209,4425,0,30,800,532,45.0
209,4478,17,7,188,231,45.0
209,4433,202,48,366,214,45.0
209,4406,55,166,358,321,45.0
209,4417,54,45,300,226,45.0
209,4427,0,49,442,454,45.0
209,4487,7,24,219,128,45.0
209,4459,0,177,267,300,45.0
209,4489,0,3,410,307,45.0
209,14920,20,504,259,651,45.0
209,4484,19,0,237,308,45.0
209,12062,268,206,645,435,45.0
209,4419,152,5,486,192,45.0
209,4467,45,31,396,243,45.0
209,4462,307,51,480,258,45.0
209,4486,116,81,452,359,45.0
209,4463,304,10,640,254,45.0
209,4414,61,56,460,289,45.0
209,4418,172,15,500,245,45.0
209,4426,0,0,600,450,45.0
209,4422,271,0,382,297,45.0
209,4456,57,6,475,226,45.0
209,4407,97,0,433,356,45.0
209,16060,234,135,405,341,45.0
209,4396,304,151,512,354,45.0
209,4448,0,108,480,301,45.0
209,4490,1,7,127,166,45.0
209,4404,10,38,295,335,45.0
209,4482,34,38,339,230,45.0
209,4488,69,6,261,207,45.0
209,12081,226,73,568,373,45.0
209,4485,38,70,299,230,45.0
209,4412,65,60,445,290,45.0
209,4431,0,0,640,480,45.0
209,4461,262,122,450,311,45.0
209,4395,0,0,344,384,45.0
209,4424,79,129,400,299,45.0
209,11182,25,48,411,243,45.0
209,4444,108,117,363,311,45.0
209,4429,20,90,320,188,45.0
209,4397,0,0,450,313,45.0
209,15246,274,84,394,270,45.0
209,4393,28,158,230,234,45.0
209,4451,202,212,640,436,45.0
209,4398,0,110,325,485,45.0
209,15812,286,112,435,283,45.0
209,15154,202,96,498,334,45.0
209,4475,234,102,490,332,45.0
209,4394,0,152,446,449,45.0
209,13690,445,186,685,408,45.0
209,4434,6,19,330,336,45.0
209,4402,60,10,417,365,45.0
209,4411,120,117,427,333,45.0
209,4479,74,29,229,140,45.0
209,4477,18,40,500,355,45.0
209,13246,152,364,472,472,45.0
209,4440,54,106,320,192,45.0
209,4458,0,80,435,223,45.0
209,4468,288,82,560,304,45.0
209,4470,158,0,356,157,45.0
209,4437,63,74,346,164,45.0
209,13379,0,45,206,185,45.0
209,12084,148,33,558,348,45.0
209,4446,45,36,201,137,45.0
209,4408,120,90,400,342,45.0
209,4469,56,42,216,102,45.0
209,4400,197,18,476,255,45.0
209,4473,56,39,340,217,45.0
209,4423,0,7,500,330,45.0
209,4420,6,102,500,333,45.0
209,4455,261,46,480,151,45.0
209,11337,255,135,352,270,45.0
209,9355,57,10,426,354,45.0
209,4401,65,188,361,286,45.0
209,4466,84,49,431,348,45.0
209,4409,35,112,467,335,45.0
209,11184,180,60,303,189,45.0
209,4454,0,135,401,304,45.0
209,14736,158,228,340,477,45.0
209,4471,62,87,321,206,45.0
209,9351,21,48,402,246,45.0
210,4227,1,23,219,151,43.0
210,4260,0,0,280,280,43.0
210,4249,0,0,225,156,43.0
210,4207,0,18,250,151,43.0
210,4210,12,0,220,136,43.0
210,4237,0,0,620,424,43.0
210,4257,0,0,480,306,43.0
210,4238,3,35,218,200,43.0
210,4258,0,56,240,296,43.0
210,13759,4,73,392,381,43.0
210,4283,0,0,400,301,43.0
210,4251,70,71,352,264,43.0
210,4231,40,35,227,147,43.0
210,4230,27,40,215,146,43.0
210,4206,0,14,196,126,43.0
210,4202,0,0,505,338,43.0
210,4252,0,0,290,190,43.0
210,4199,58,22,389,260,43.0
210,4254,0,43,600,561,43.0
210,4286,0,16,384,250,43.0
210,4275,0,4,302,161,43.0
210,4239,0,8,286,235,43.0
210,4290,18,8,205,116,43.0
210,4205,0,0,220,129,43.0
210,4285,0,20,360,243,43.0
210,4253,0,0,800,600,43.0
210,4229,20,25,225,145,43.0
210,4200,6,6,182,131,43.0
210,4282,0,7,240,136,43.0
210,4235,0,26,250,236,43.0
210,4241,0,19,298,220,43.0
210,4217,4,3,199,134,43.0
210,4248,0,77,779,520,43.0
210,4234,0,0,320,240,43.0
210,4215,0,0,640,480,43.0
210,4228,31,45,218,150,43.0
210,4211,0,15,230,172,43.0
210,4292,0,0,240,320,43.0
210,4204,0,40,238,240,43.0
210,4214,10,57,221,226,43.0
210,4196,12,2,257,194,43.0
210,16753,1,1,476,355,43.0
210,16733,4,3,634,421,43.0
210,4233,0,0,600,400,43.0
210,4276,10,0,400,300,43.0
210,4243,0,0,450,300,43.0
210,4277,0,0,600,450,43.0
210,4289,19,5,211,113,43.0
210,15749,76,98,347,362,43.0
210,4221,16,36,176,146,43.0
210,4212,162,3,450,287,43.0
210,4256,0,0,285,225,43.0
210,4291,0,30,310,194,43.0
210,4281,0,58,350,263,43.0
210,16701,10,46,390,352,43.0
210,4197,0,18,240,165,43.0
210,4242,24,0,600,450,43.0
210,4262,20,26,343,266,43.0
210,4236,0,0,350,262,43.0
210,4208,0,30,250,210,43.0
210,4288,0,0,300,223,43.0
210,4198,17,20,164,159,43.0
210,4259,0,0,608,478,43.0
210,4224,0,0,200,160,43.0
210,16360,48,1,585,447,43.0
210,4269,0,0,180,180,43.0
210,4195,0,38,320,208,43.0
210,4201,30,8,274,234,43.0
210,4287,0,56,640,480,43.0
210,4261,42,14,313,222,43.0
210,4226,3,6,356,246,43.0
210,4219,0,41,620,424,43.0
210,4250,6,5,346,256,43.0
210,4270,0,0,456,342,43.0
210,4268,8,51,242,179,43.0
210,4194,0,61,250,223,43.0
210,4218,0,63,180,180,43.0
210,4255,22,7,340,248,43.0
210,4274,39,20,201,134,43.0
210,4273,0,0,180,180,43.0
210,4278,6,0,200,118,43.0
210,15410,266,213,468,408,43.0
210,4266,0,111,329,385,43.0
210,4203,3,34,256,238,43.0
211,13708,48,23,526,422,122.0
211,185911,16,64,562,404,122.0
211,14700,6,16,354,236,122.0
211,12468,3,54,492,493,122.0
211,185907,61,23,546,416,122.0
211,185652,63,91,600,368,122.0
211,185948,14,12,567,420,122.0
211,82644,16,10,560,411,122.0
211,13101,26,39,454,445,122.0
211,12971,45,36,556,369,122.0
211,12130,30,131,566,429,122.0
211,12176,66,108,486,371,122.0
211,82524,126,6,550,354,122.0
211,12132,20,37,326,247,122.0
211,12929,4,14,495,495,122.0
211,185828,30,28,603,401,122.0
211,82610,70,33,575,387,122.0
211,185467,19,5,544,411,122.0
211,14677,6,170,395,538,122.0
211,186129,1,19,566,427,122.0
211,12707,22,36,363,651,122.0
211,185959,32,23,531,396,122.0
211,185473,46,28,512,393,122.0
211,185981,10,75,553,375,122.0
211,185850,11,71,582,397,122.0
211,185464,16,16,528,416,122.0
211,185576,57,51,573,375,122.0
211,186249,16,52,460,424,122.0
211,185372,14,17,608,379,122.0
211,185876,61,52,513,324,122.0
211,14237,86,63,456,392,122.0
211,186078,42,45,543,351,122.0
211,186020,7,7,484,339,122.0
211,82514,10,16,571,420,122.0
211,186019,48,32,535,396,122.0
211,14689,47,30,575,404,122.0
211,14722,30,45,573,385,122.0
211,12235,1,1,576,424,122.0
211,13045,1,69,428,550,122.0
211,82605,1,27,571,429,122.0
211,185770,96,67,395,303,122.0
211,185737,106,18,571,371,122.0
211,14695,16,38,326,257,122.0
211,14714,18,12,475,368,122.0
211,186076,26,51,616,325,122.0
211,185495,12,16,384,278,122.0
211,185662,2,2,397,292,122.0
211,12143,15,22,598,385,122.0
211,186037,31,43,475,425,122.0
211,82647,7,13,579,390,122.0
211,185859,124,64,495,391,122.0
211,186167,10,15,490,368,122.0
211,82591,48,36,499,373,122.0
211,13159,1,6,496,493,122.0
211,12757,1,12,426,557,122.0
211,185821,20,36,485,357,122.0
211,185344,32,43,551,422,122.0
211,185435,37,70,539,360,122.0
211,185915,16,118,338,390,122.0
211,14735,3,70,495,431,122.0
211,185760,30,27,549,396,122.0
211,12254,66,36,562,378,122.0
211,185963,0,37,551,413,122.0
211,12524,9,33,481,483,122.0
211,82745,3,200,390,493,122.0
211,12249,8,72,428,555,122.0
211,185448,10,9,553,378,122.0
211,82520,18,27,553,389,122.0
211,185673,6,214,395,523,122.0
211,185881,39,23,540,400,122.0
211,12338,11,119,554,389,122.0
211,185764,91,50,465,384,122.0
211,185621,32,10,562,407,122.0
211,82585,135,27,537,420,122.0
211,186207,17,52,489,452,122.0
211,185713,35,70,457,452,122.0
211,14729,10,40,353,355,122.0
211,12277,12,3,636,378,122.0
211,185648,21,29,434,497,122.0
211,185325,61,70,584,342,122.0
211,186250,17,18,471,495,122.0
211,12952,56,57,396,462,122.0
211,185935,13,47,594,398,122.0
211,14680,10,7,573,411,122.0
211,185681,26,64,478,357,122.0
211,82631,7,5,573,407,122.0
211,14688,18,23,378,257,122.0
211,185659,29,60,331,416,122.0
211,185058,11,18,387,285,122.0
211,12116,21,14,539,407,122.0
212,47958,8,56,361,597,163.0
212,51291,64,36,406,544,163.0
212,47654,72,35,401,559,163.0
212,48253,109,99,377,574,163.0
212,51931,21,12,557,416,163.0
212,111974,42,12,259,281,163.0
212,50169,14,28,395,528,163.0
212,51908,76,6,432,487,163.0
212,111406,47,13,253,292,163.0
212,155014,23,25,475,400,163.0
212,44303,49,35,354,568,163.0
212,48270,52,66,383,596,163.0
212,111394,17,6,343,387,163.0
212,52020,42,16,446,433,163.0
212,154429,34,10,558,366,163.0
212,111485,1,2,215,341,163.0
212,112127,153,14,480,352,163.0
212,112015,82,18,495,481,163.0
212,111531,37,18,482,447,163.0
212,154725,97,9,488,353,163.0
212,112142,15,9,293,394,163.0
212,48313,86,112,391,587,163.0
212,112034,166,29,470,394,163.0
212,111254,110,74,415,471,163.0
212,111361,21,7,423,550,163.0
212,154383,50,26,369,548,163.0
212,112002,46,10,272,253,163.0
212,51302,37,36,368,450,163.0
212,52679,16,28,453,456,163.0
212,52559,60,28,395,572,163.0
212,52179,59,24,409,532,163.0
212,111306,60,27,265,310,163.0
212,111234,28,65,320,378,163.0
212,111322,8,5,395,381,163.0
212,112068,65,33,333,471,163.0
212,48219,7,25,400,579,163.0
212,49286,20,19,423,562,163.0
212,112131,9,5,602,391,163.0
212,111192,79,76,312,480,163.0
212,111317,71,33,416,545,163.0
212,48412,22,5,612,269,163.0
212,51410,48,25,421,489,163.0
212,112104,45,27,447,486,163.0
212,47701,12,12,384,521,163.0
212,50349,29,39,478,472,163.0
212,111388,50,41,229,431,163.0
212,154380,90,122,363,441,163.0
212,111342,115,24,339,395,163.0
212,48325,183,30,571,427,163.0
212,154322,9,14,277,286,163.0
212,48308,2,94,371,500,163.0
212,154309,36,20,342,599,163.0
212,48345,7,56,365,587,163.0
212,111371,118,54,475,453,163.0
212,48236,27,25,401,595,163.0
212,48180,49,66,404,582,163.0
212,111178,29,29,490,456,163.0
212,50328,33,69,413,517,163.0
212,44318,6,12,405,594,163.0
212,44312,8,13,332,431,163.0
212,52641,7,52,364,654,163.0
212,112001,56,98,288,483,163.0
212,48381,46,40,400,502,163.0
212,111313,50,30,264,549,163.0
212,48309,91,28,293,243,163.0
212,154636,19,22,549,399,163.0
212,50016,35,31,392,480,163.0
212,47773,19,30,403,569,163.0
212,44337,53,45,336,437,163.0
212,50038,16,24,413,567,163.0
212,44285,28,18,575,391,163.0
212,154630,15,26,473,367,163.0
212,154623,10,12,405,475,163.0
212,48111,55,12,497,414,163.0
212,112173,30,70,379,559,163.0
212,44298,16,18,432,535,163.0
212,47919,13,48,396,572,163.0
212,111209,28,28,519,424,163.0
212,51796,48,36,428,557,163.0
212,52392,50,55,370,548,163.0
213,219560,28,17,366,291,190.0
213,309938,23,33,484,485,190.0
213,57377,19,43,548,411,190.0
213,57400,30,28,555,400,190.0
213,217250,7,10,476,367,190.0
213,309945,32,35,490,464,190.0
213,217326,79,45,562,418,190.0
213,164635,28,14,558,418,190.0
213,60838,53,15,589,389,190.0
213,57343,25,52,475,468,190.0
213,216952,7,15,489,368,190.0
213,215824,8,14,414,313,190.0
213,60670,7,6,495,468,190.0
213,66939,58,67,507,369,190.0
213,218688,12,27,558,414,190.0
213,216567,7,12,450,367,190.0
213,217261,25,139,400,519,190.0
213,180073,37,56,460,462,190.0
213,218054,7,42,471,362,190.0
213,216040,1,25,571,427,190.0
213,57451,15,25,531,413,190.0
213,57334,13,21,413,573,190.0
213,135276,28,29,482,452,190.0
213,135228,35,27,547,406,190.0
213,135229,28,35,479,354,190.0
213,164650,35,37,450,447,190.0
213,216576,18,52,440,460,190.0
213,218681,19,23,557,418,190.0
213,217491,26,7,545,426,190.0
213,57356,12,52,531,393,190.0
213,215772,12,18,549,422,190.0
213,216601,9,12,413,330,190.0
213,216350,35,47,471,477,190.0
213,66931,20,33,461,295,190.0
213,216263,17,37,462,441,190.0
213,216175,38,27,579,389,190.0
